id;Price;RegistrationYear;Power;Brand;Model
783;4800;2007;80;volkswagen;polo
784;1670;1999;75;volkswagen;golf
785;1800;2003;110;toyota;corolla
786;5299;2005;90;mini;one
787;0;2017;105;volkswagen;golf
788;3750;1991;234;jaguar;other
789;750;2000;0;ford;focus
790;4200;2000;163;mercedes_benz;c_klasse
791;2549;1998;150;volkswagen;golf
792;8380;2008;150;skoda;octavia
793;8000;2007;129;suzuki;grand
794;2599;1998;170;mercedes_benz;e_klasse
795;600;2000;86;daewoo;lanos
796;2650;2000;110;skoda;octavia
797;6800;2006;224;volkswagen;phaeton
798;2410;2004;69;ford;fiesta
799;14900;2009;170;mercedes_benz;c_klasse
800;2100;2002;122;mercedes_benz;vito
801;300;1996;55;nissan;micra
802;3500;2005;109;peugeot;2_reihe
803;2250;2001;158;peugeot;4_reihe
804;500;1998;39;fiat;other
805;10200;2006;150;bmw;x_reihe
806;2800;2007;80;opel;corsa
807;1500;2001;90;honda;civic
808;330;1999;60;volkswagen;polo
809;550;1993;122;mercedes_benz;c_klasse
810;1320;2002;116;ford;focus
811;7500;2008;143;bmw;1er
812;7000;2004;150;volkswagen;golf
813;899;2000;60;seat;ibiza
814;4800;2017;110;volkswagen;transporter
815;16500;2012;179;volkswagen;transporter
816;11200;2014;105;skoda;other
817;1000;1998;102;bmw;3er
818;250;1995;75;seat;cordoba
819;0;2009;170;audi;a6
820;11500;2008;197;bmw;5er
821;1499;1999;90;renault;clio
822;14990;2013;140;volkswagen;passat
823;500;1999;104;renault;megane
824;5900;2004;218;bmw;5er
825;5499;2016;150;bmw;3er
826;200;1995;102;bmw;3er
827;2000;2002;68;ford;fiesta
828;12999;2011;105;volkswagen;golf
829;7000;2007;140;skoda;octavia
830;5300;2008;177;toyota;verso
831;1250;1995;50;suzuki;swift
832;1800;2017;60;fiat;punto
833;7900;2005;150;toyota;rav
834;2998;2000;170;ford;other
835;800;1996;150;mercedes_benz;c_klasse
836;350;1997;81;peugeot;3_reihe
837;8790;2018;0;seat;ibiza
838;4499;2004;122;mercedes_benz;e_klasse
839;3900;1998;150;bmw;3er
840;5900;1997;102;volkswagen;transporter
841;12900;2010;102;volkswagen;caddy
842;1199;2000;60;ford;fiesta
843;14800;2012;117;nissan;qashqai
844;2499;2006;95;mitsubishi;colt
845;1800;2001;116;opel;astra
846;0;2016;0;citroen;other
847;2800;2004;69;ford;fiesta
848;4200;2007;105;volkswagen;golf
850;850;2004;130;ford;mondeo
851;4100;2004;131;volkswagen;passat
852;5900;2009;92;suzuki;swift
853;1600;2001;51;peugeot;2_reihe
854;9600;2013;122;peugeot;other
855;2799;2003;135;renault;scenic
856;7100;2008;177;bmw;1er
857;1;1990;0;porsche;other
858;4500;2007;163;bmw;3er
859;650;1997;0;honda;civic
860;6800;2011;120;citroen;other
861;2300;2006;65;kia;picanto
862;2500;2001;150;rover;other
863;1099;2001;80;fiat;punto
864;3999;2009;65;nissan;micra
865;3500;1997;204;mercedes_benz;e_klasse
866;2399;2004;0;opel;corsa
867;2600;2005;125;opel;zafira
868;1950;2002;116;volkswagen;sharan
869;10450;2001;220;porsche;boxster
870;14000;2003;71;smart;other
871;190;1999;0;fiat;punto
872;17000;2005;231;bmw;5er
873;11599;2010;143;bmw;3er
874;9800;2006;0;bmw;1er
875;1690;2002;75;renault;clio
876;1500;1999;131;ford;focus
877;140;1997;0;renault;megane
878;5990;2007;95;mercedes_benz;a_klasse
879;1300;1996;75;volkswagen;golf
880;1000;2000;107;renault;scenic
881;11900;2008;170;mercedes_benz;c_klasse
882;1400;2000;105;bmw;3er
883;2000;2016;59;volkswagen;polo
884;4700;1996;117;bmw;z_reihe
885;1400;1997;0;volkswagen;caddy
886;1100;1999;107;renault;scenic
887;6990;2005;230;opel;vectra
888;650;2002;0;daewoo;kalos
889;1400;2002;75;opel;corsa
890;16700;2013;140;skoda;superb
891;2000;1999;90;honda;civic
892;3300;2004;103;fiat;stilo
893;1400;1999;90;citroen;berlingo
894;98;1997;53;suzuki;swift
895;14000;2013;99;hyundai;i_reihe
896;3800;2003;129;toyota;avensis
897;790;1996;102;bmw;3er
898;1450;2000;82;mercedes_benz;vito
899;5500;2005;150;opel;zafira
900;150;2016;0;renault;megane
901;0;2000;0;opel;corsa
902;3650;2003;116;seat;alhambra
903;500;1999;0;renault;laguna
904;1999;1996;131;fiat;other
905;3999;2007;84;smart;fortwo
906;2600;2017;101;volkswagen;passat
907;1500;2001;120;honda;civic
908;5600;2007;143;audi;a3
909;6500;1995;68;volkswagen;transporter
910;9500;2008;136;citroen;c4
911;1799;2003;82;renault;clio
912;710;1995;54;renault;twingo
913;7890;2005;200;audi;a4
914;250;2000;60;ford;fiesta
915;100;1995;116;volkswagen;passat
916;1000;2000;170;mercedes_benz;e_klasse
917;130;1996;45;volkswagen;polo
918;1;1998;136;opel;omega
919;14500;2007;163;mercedes_benz;slk
920;0;1990;0;bmw;3er
921;13990;2007;209;audi;a6
922;9490;2007;136;mercedes_benz;a_klasse
923;6700;2006;163;bmw;3er
924;2990;2001;101;volkswagen;passat
925;4500;2001;170;mercedes_benz;c_klasse
926;12000;2007;177;bmw;3er
927;16999;2015;102;mini;one
928;2000;2018;0;renault;twingo
929;10100;2008;239;volkswagen;touareg
930;3100;2008;0;volkswagen;caddy
931;13200;2010;143;audi;a4
932;2900;1971;90;opel;other
933;1250;2001;129;toyota;avensis
934;200;1997;60;ford;ka
935;1990;1996;125;audi;a3
936;13500;2010;193;mercedes_benz;b_klasse
937;1150;2017;107;renault;scenic
938;8999;2009;105;skoda;octavia
939;14000;2010;131;bmw;3er
940;1385;1997;110;audi;a4
941;999;2000;43;renault;twingo
942;14430;2011;146;mercedes_benz;c_klasse
943;650;1996;60;volkswagen;polo
944;1000;1999;101;volkswagen;golf
945;3000;1997;150;bmw;5er
946;3800;2005;150;opel;vectra
947;14900;2013;105;skoda;octavia
948;3200;1995;211;jeep;grand
949;150;1996;45;opel;corsa
950;5699;1987;90;volkswagen;golf
951;4950;1997;150;bmw;5er
952;700;1996;125;audi;a4
953;4590;2002;150;volkswagen;golf
954;6900;1999;193;mercedes_benz;slk
955;4000;2007;116;mercedes_benz;a_klasse
956;10900;2010;179;seat;ibiza
957;600;1996;75;volkswagen;golf
958;300;1991;75;volkswagen;golf
959;1250;2002;67;ford;fiesta
960;750;2000;60;volkswagen;polo
961;5800;2005;106;peugeot;2_reihe
962;6000;2002;170;mercedes_benz;clk
963;500;1996;45;opel;corsa
964;5990;2009;69;skoda;fabia
965;800;1999;105;bmw;3er
966;4250;2005;150;saab;other
967;7000;2016;90;hyundai;i_reihe
968;8500;2016;177;bmw;1er
969;6500;1973;54;volkswagen;other
970;2850;2002;180;mercedes_benz;c_klasse
971;3;1998;110;mazda;mx_reihe
972;9200;2016;75;volkswagen;golf
973;2800;2006;60;opel;corsa
974;1200;1996;90;volkswagen;golf
975;4750;1991;113;bmw;3er
976;7400;2005;163;mercedes_benz;c_klasse
977;1600;2001;0;opel;corsa
978;0;2003;170;fiat;stilo
979;390;1999;50;volkswagen;lupo
980;0;1999;0;renault;espace
981;3300;2004;0;ford;transit
982;4250;2006;80;volkswagen;polo
983;4000;2003;82;smart;roadster
984;4200;2006;166;alfa_romeo;other
985;12800;2014;101;ford;fiesta
986;18500;2013;150;skoda;octavia
987;1600;1996;101;audi;a4
988;300;2000;85;lancia;ypsilon
989;3280;2004;95;mercedes_benz;a_klasse
990;12950;2011;160;volkswagen;golf
991;2500;2005;80;opel;astra
992;1450;2002;64;volkswagen;polo
993;500;1999;0;opel;omega
994;3200;2007;75;peugeot;2_reihe
995;1200;2000;107;renault;scenic
996;4800;2001;163;mercedes_benz;other
997;11890;2011;116;ford;c_max
998;2800;2002;122;opel;vectra
999;140;1986;0;porsche;cayenne
1000;1450;2000;90;ford;focus
1001;750;1998;0;nissan;other
1002;2200;1997;125;volkswagen;passat
1003;11000;2002;231;bmw;3er
1004;2800;2004;75;volkswagen;golf
1005;9950;2016;0;mercedes_benz;b_klasse
1006;4200;2003;276;chevrolet;other
1007;550;1998;136;mitsubishi;galant
1008;5000;2007;90;opel;corsa
1009;3200;1982;0;mercedes_benz;s_klasse
1010;1250;2003;52;daewoo;matiz
1011;2250;2017;90;opel;meriva
1012;400;2002;86;subaru;justy
1013;700;2018;75;volkswagen;golf
1014;15900;2008;235;bmw;5er
1015;5400;2016;140;seat;leon
1016;4499;2009;109;hyundai;i_reihe
1017;17000;2008;344;audi;other
1018;7350;2003;102;volkswagen;beetle
1019;15900;2010;177;bmw;5er
1020;5750;2007;100;toyota;other
1021;45;2015;0;mini;other
1022;777;1999;0;nissan;micra
1023;1500;2002;58;opel;corsa
1024;9300;2011;120;citroen;c4
1026;3700;2009;69;skoda;fabia
1027;2699;2005;110;peugeot;2_reihe
1028;2200;1999;0;mercedes_benz;c_klasse
1029;1400;1989;0;toyota;corolla
1030;3200;2005;75;volkswagen;polo
1031;200;2016;75;opel;vectra
1032;2800;2002;102;mercedes_benz;a_klasse
1033;599;1998;110;skoda;octavia
1034;5500;2008;80;volkswagen;polo
1035;6990;1983;72;mercedes_benz;e_klasse
1036;4900;2006;109;peugeot;2_reihe
1037;400;2000;102;daihatsu;sirion
1038;4500;2012;90;opel;combo
1039;950;2017;0;mercedes_benz;c_klasse
1040;1799;1999;75;opel;astra
1041;3000;2017;101;volkswagen;passat
1042;800;1999;75;mitsubishi;colt
1043;3999;2005;95;mercedes_benz;a_klasse
1044;9100;2004;150;audi;a3
1045;2000;1994;218;bmw;7er
1046;1400;2002;75;opel;other
1047;5900;2006;150;opel;signum
1048;849;1995;75;volkswagen;golf
1049;2300;2002;75;audi;a2
1050;1700;2000;75;volkswagen;golf
1051;11500;2001;179;volkswagen;golf
1052;1700;1999;116;skoda;octavia
1053;12990;2007;218;chrysler;crossfire
1054;5799;2009;75;volkswagen;polo
1055;4000;2003;150;bmw;3er
1056;500;2002;60;ford;ka
1057;0;2008;0;toyota;other
1058;1850;2004;65;ford;fiesta
1059;4000;2017;105;volkswagen;golf
1060;950;1999;60;volkswagen;polo
1061;4600;2005;140;volkswagen;passat
1062;6900;1988;105;mercedes_benz;e_klasse
1063;3950;2005;73;citroen;c3
1064;599;1995;0;renault;clio
1065;12900;1997;237;bmw;3er
1066;3500;2003;41;smart;fortwo
1067;1799;1998;101;opel;vectra
1068;8500;2012;105;skoda;fabia
1069;1399;1999;90;volkswagen;passat
1070;1790;2003;50;smart;fortwo
1071;1000;2005;109;peugeot;3_reihe
1072;5500;2009;71;smart;fortwo
1073;5400;2011;68;suzuki;other
1074;7350;2003;170;mercedes_benz;clk
1075;0;2002;64;seat;other
1076;15990;1988;224;mercedes_benz;s_klasse
1077;9500;2017;140;mazda;6_reihe
1078;7999;2004;200;bmw;3er
1079;5950;2005;0;mercedes_benz;vito
1080;5699;2004;250;audi;a6
1081;800;2002;60;volkswagen;lupo
1082;1190;2018;58;renault;twingo
1083;1212;2002;50;volkswagen;lupo
1084;2590;2004;116;mercedes_benz;a_klasse
1085;0;1996;113;volkswagen;sharan
1086;5400;1992;179;mercedes_benz;other
1087;3800;2005;90;opel;astra
1088;6600;2007;109;mercedes_benz;a_klasse
1089;1000;2003;58;opel;agila
1090;3000;2016;140;volkswagen;touran
1091;2400;1999;101;volkswagen;golf
1092;9999;2014;105;dacia;duster
1093;1700;2004;115;ford;focus
1094;5100;2010;120;citroen;other
1095;15000;2012;245;audi;a6
1096;5400;2006;140;peugeot;3_reihe
1097;1650;1997;116;bmw;3er
1098;700;2003;103;fiat;stilo
1099;1995;2003;101;opel;zafira
1100;750;1997;136;opel;vectra
1101;3200;2006;95;ford;ka
1102;120;2016;60;fiat;punto
1103;1800;1995;101;audi;a4
1104;7450;2003;143;bmw;3er
1105;15490;2009;0;bmw;3er
1106;16400;2007;150;bmw;x_reihe
1107;17700;2011;170;mercedes_benz;e_klasse
1108;2400;2001;129;mercedes_benz;c_klasse
1109;490;2000;116;ford;mondeo
1110;700;2000;116;opel;astra
1111;999;2016;0;ford;transit
1112;550;1998;60;opel;corsa
1113;3800;2003;80;opel;astra
1114;1799;2003;82;renault;kangoo
1115;1650;1998;125;volkswagen;golf
1116;1890;1997;150;bmw;5er
1117;1000;2001;56;daihatsu;cuore
1118;0;1998;110;peugeot;4_reihe
1119;600;1993;54;renault;clio
1120;1900;2005;177;toyota;avensis
1121;600;2016;60;volkswagen;golf
1122;16960;2013;122;volkswagen;tiguan
1123;250;1997;60;opel;corsa
1124;6250;2007;102;volkswagen;caddy
1125;7900;2007;150;opel;zafira
1126;250;1997;0;renault;twingo
1127;5300;2004;194;kia;sorento
1128;7500;2010;111;citroen;c4
1129;14400;2008;299;volkswagen;passat
1130;2100;2000;105;volkswagen;golf
1131;249;1998;75;rover;other
1132;600;2017;0;volkswagen;transporter
1133;7150;2007;116;subaru;forester
1134;3400;2004;0;volkswagen;touran
1135;5800;2000;326;bmw;7er
1136;5500;2002;150;bmw;3er
1137;11990;2006;224;mercedes_benz;e_klasse
1138;4950;2007;80;volkswagen;polo
1139;17800;2016;99;peugeot;other
1140;555;1999;0;opel;corsa
1141;10900;2008;160;audi;a4
1142;2349;2017;120;volkswagen;polo
1143;3550;2008;45;smart;fortwo
1144;12500;2007;140;volkswagen;golf
1145;13000;2008;177;bmw;5er
1146;7900;1980;194;mercedes_benz;e_klasse
1147;2200;2000;101;volkswagen;golf
1148;850;1996;45;peugeot;1_reihe
1149;1500;2017;90;honda;civic
1150;3300;2003;170;mercedes_benz;c_klasse
1151;2500;2003;101;volkswagen;golf
1152;450;1998;0;renault;megane
1153;6300;2005;179;audi;a6
1154;10000;2012;177;audi;a4
1155;950;1998;90;volkswagen;golf
1156;9000;2003;163;jeep;grand
1157;1300;2018;0;honda;cr_reihe
1158;1390;1998;75;mitsubishi;colt
1159;4200;2006;136;volvo;v50
1160;9299;2011;105;skoda;fabia
1161;6399;2003;110;mazda;mx_reihe
1162;8500;2000;193;audi;a8
1163;1900;2003;145;ford;mondeo
1164;5600;2009;60;ford;fiesta
1165;3300;2003;61;smart;fortwo
1166;1350;1999;50;volkswagen;polo
1167;3000;2001;85;opel;astra
1168;2100;1999;279;mercedes_benz;e_klasse
1169;6299;2012;60;volkswagen;up
1170;18500;2014;140;volkswagen;passat
1171;1300;2002;95;renault;kangoo
1172;4200;1999;0;mercedes_benz;clk
1174;1200;2000;0;bmw;other
1175;7777;2007;140;volkswagen;sharan
1176;2000;2003;87;opel;meriva
1177;4200;2004;125;opel;astra
1178;2800;2002;138;renault;scenic
1179;10999;2006;177;bmw;5er
1180;1999;1991;179;mercedes_benz;e_klasse
1181;3999;2005;136;volkswagen;passat
1182;6490;2010;110;ford;focus
1183;4490;1984;310;porsche;other
1184;6050;2003;0;bmw;5er
1185;7299;2008;175;ford;s_max
1186;5500;1980;96;ford;other
1187;1500;1998;116;volvo;other
1188;350;1997;0;renault;twingo
1189;800;2003;0;renault;twingo
1190;1199;1995;326;bmw;7er
1191;6199;2008;122;volkswagen;golf
1192;4900;2004;105;volkswagen;touran
1193;4000;2008;73;citroen;c3
1194;3050;2006;114;renault;other
1195;8350;2010;110;opel;astra
1196;450;1997;103;fiat;other
1197;1400;2000;116;opel;astra
1198;12400;2008;136;volvo;c_reihe
1199;8900;2008;170;bmw;3er
1200;12900;2006;231;bmw;3er
1201;799;2003;54;ford;ka
1202;3700;2001;163;bmw;5er
1203;5500;2001;122;mercedes_benz;v_klasse
1204;2350;2002;98;renault;clio
1205;5200;2001;231;bmw;3er
1206;15700;2012;160;volkswagen;scirocco
1207;2550;2002;163;bmw;3er
1208;9999;2005;250;mercedes_benz;m_klasse
1209;2200;2003;75;opel;corsa
1210;1790;1998;86;fiat;punto
1211;7500;2012;60;volkswagen;up
1212;6100;2002;150;audi;tt
1213;1400;1998;99;nissan;primera
1214;4190;2006;116;renault;megane
1215;5250;2006;140;volkswagen;passat
1216;3750;2003;105;volkswagen;golf
1217;350;1999;116;opel;vectra
1218;1600;1995;90;volkswagen;golf
1219;2500;2016;0;opel;meriva
1221;0;2012;90;kia;rio
1222;3200;2004;90;volkswagen;golf
1223;8495;2006;226;ford;focus
1224;7820;2010;86;skoda;fabia
1225;14200;2005;231;mercedes_benz;slk
1226;18000;2008;200;audi;a3
1227;1000;2000;60;ford;ka
1228;1400;2005;60;opel;corsa
1229;2900;1998;115;audi;a4
1230;1790;2001;82;mercedes_benz;a_klasse
1231;1650;2002;87;toyota;yaris
1232;4950;2008;140;citroen;c5
1233;3899;2006;55;volkswagen;polo
1234;4700;2001;102;audi;a4
1235;6300;2007;140;opel;astra
1236;2555;1998;140;bmw;3er
1237;4950;2004;204;mercedes_benz;e_klasse
1238;6600;2005;190;mazda;rx_reihe
1239;2800;1996;150;bmw;3er
1240;1900;2005;68;nissan;micra
1241;2950;2008;68;toyota;aygo
1242;3333;2018;101;ford;focus
1243;350;1995;0;opel;astra
1244;390;1996;75;volkswagen;golf
1245;1250;2001;75;renault;clio
1246;2000;2000;82;mercedes_benz;a_klasse
1247;999;1992;90;volkswagen;passat
1248;17900;2015;84;smart;fortwo
1249;1200;1997;75;nissan;almera
1250;5500;2009;0;renault;twingo
1251;13999;2011;143;bmw;1er
1252;1800;2017;131;volkswagen;passat
1253;150;1999;55;fiat;seicento
1254;8790;2010;299;volkswagen;cc
1255;13900;2009;143;bmw;1er
1256;15000;2014;86;audi;a1
1257;600;1997;90;volkswagen;golf
1258;10550;2008;126;mazda;mx_reihe
1259;2000;2004;140;ford;galaxy
1260;890;2018;0;renault;twingo
1261;7900;2011;75;volkswagen;polo
1262;4999;2009;122;bmw;1er
1263;700;1998;75;rover;other
1264;13000;2011;143;bmw;1er
1265;1350;2017;0;mercedes_benz;c_klasse
1266;3000;2005;0;bmw;3er
1267;1250;2018;0;opel;corsa
1268;16990;2012;140;opel;astra
1269;5150;2001;150;bmw;3er
1270;8200;2010;105;skoda;fabia
1271;1499;2003;0;mercedes_benz;a_klasse
1272;13990;2010;160;volkswagen;golf
1273;18000;2008;232;audi;a8
1274;1;2016;0;volkswagen;golf
1275;750;2016;144;kia;carnival
1276;500;2006;70;ford;fusion
1277;1500;2007;143;mazda;6_reihe
1278;1039;1992;88;mazda;mx_reihe
1279;3500;2003;192;opel;astra
1280;900;2001;150;mitsubishi;galant
1282;6700;1999;193;bmw;3er
1283;2000;1990;113;audi;other
1284;5129;2006;131;renault;megane
1285;6890;2004;140;volkswagen;golf
1286;9000;2008;190;bmw;5er
1287;2599;2002;131;volkswagen;bora
1288;7099;2005;150;skoda;octavia
1289;699;1997;102;bmw;3er
1290;8800;2008;170;volkswagen;golf
1291;1049;1993;113;mercedes_benz;e_klasse
1292;14999;2008;184;mercedes_benz;c_klasse
1293;19850;2013;150;volkswagen;golf
1294;7200;2017;80;volkswagen;golf
1295;1240;2003;60;fiat;punto
1296;1350;1984;75;nissan;other
1297;2900;2003;84;opel;astra
1298;150;2016;0;volkswagen;polo
1299;1600;2002;125;opel;vectra
1300;1899;2004;75;opel;corsa
1301;7500;2010;73;citroen;c3
1302;900;1996;95;volkswagen;passat
1303;16000;2009;160;audi;a4
1304;6350;2006;140;audi;a6
1305;3600;2004;131;ford;mondeo
1306;8000;2008;122;bmw;1er
1307;6600;2004;131;audi;a4
1308;1999;2004;50;smart;forfour
1309;6950;2003;163;mercedes_benz;e_klasse
1310;15000;2014;200;peugeot;other
1311;13499;2013;140;chevrolet;other
1312;9600;2007;177;bmw;1er
1313;2399;2005;116;skoda;fabia
1314;14200;2009;179;audi;a5
1315;8999;2011;111;renault;modus
1316;2500;1990;0;mercedes_benz;c_klasse
1317;900;1997;0;audi;a3
1318;10990;2007;150;volkswagen;eos
1319;700;2000;0;opel;astra
1320;15350;2011;163;bmw;3er
1321;10800;2010;166;bmw;5er
1322;6100;2011;90;citroen;berlingo
1323;200;1996;0;volkswagen;polo
1324;980;1997;75;volkswagen;golf
1325;4199;2001;131;volkswagen;passat
1326;10900;2003;334;audi;a8
1327;6800;2007;109;mercedes_benz;sprinter
1328;700;1999;0;hyundai;other
1329;1550;1998;150;audi;a4
1330;850;1992;45;volkswagen;polo
1331;11000;2010;204;bmw;5er
1332;9700;2011;101;opel;meriva
1333;7500;2008;105;skoda;octavia
1334;2000;2016;75;renault;clio
1335;600;2000;60;fiat;punto
1336;3950;1999;170;mercedes_benz;e_klasse
1337;1800;2017;130;volkswagen;golf
1338;2001;2001;131;audi;a4
1339;2650;2004;88;peugeot;2_reihe
1340;4450;2007;86;seat;ibiza
1341;8000;2006;122;bmw;1er
1342;14499;2010;177;bmw;1er
1343;1780;2004;70;ford;fiesta
1344;5100;2006;140;volkswagen;touran
1345;0;1994;60;volkswagen;polo
1346;1900;1985;0;lancia;other
1347;1500;1998;122;mercedes_benz;c_klasse
1348;5750;2006;80;opel;agila
1349;15700;2006;224;volkswagen;touareg
1350;7924;1986;150;porsche;other
1351;4950;2001;131;audi;a4
1352;0;2001;116;seat;alhambra
1353;12990;2007;235;bmw;5er
1354;3999;2004;116;volkswagen;golf
1355;1500;2000;0;seat;ibiza
1356;0;1999;58;renault;clio
1357;1000;1999;75;volkswagen;golf
1358;2699;2007;61;smart;fortwo
1359;2490;2003;50;volkswagen;lupo
1360;450;2016;75;ford;fiesta
1361;2500;1999;118;bmw;3er
1362;5450;2004;155;ford;mondeo
1363;350;1997;116;ford;mondeo
1364;5200;2009;80;volkswagen;polo
1365;1500;2017;0;toyota;other
1366;3500;1997;193;audi;a4
1367;6750;2006;125;ford;galaxy
1368;4500;2005;98;mitsubishi;other
1369;14990;2013;92;peugeot;2_reihe
1370;1900;2001;163;mercedes_benz;c_klasse
1371;1800;2004;102;volkswagen;golf
1372;12500;2010;143;bmw;x_reihe
1373;1100;2004;75;renault;twingo
1374;980;2001;0;ford;ka
1375;18600;2013;140;seat;leon
1376;200;2000;50;volkswagen;polo
1377;8900;2006;224;audi;a6
1378;10500;2005;163;audi;a4
1379;1550;1998;116;opel;astra
1380;5200;2001;197;mercedes_benz;s_klasse
1381;1100;2000;50;ford;fiesta
1382;2950;2000;170;bmw;3er
1383;2350;2018;0;smart;fortwo
1384;4900;2004;102;audi;a4
1385;2500;2001;136;bmw;3er
1386;4990;2002;155;audi;a6
1387;550;1996;0;ford;escort
1388;390;1994;75;volkswagen;golf
1389;1600;2005;113;renault;megane
1390;2500;2000;136;bmw;3er
1391;2250;2002;83;honda;jazz
1392;1500;2000;115;volkswagen;passat
1393;0;1995;286;bmw;m_reihe
1394;7100;2006;163;bmw;1er
1395;500;1998;75;toyota;other
1396;3999;2004;0;mercedes_benz;a_klasse
1397;1300;1998;90;mercedes_benz;a_klasse
1398;999;2001;101;audi;a3
1399;5999;2005;131;volkswagen;transporter
1400;690;1997;0;volkswagen;golf
1401;850;2000;0;renault;twingo
1403;3450;2005;102;audi;a3
1404;9599;2005;177;bmw;5er
1405;1999;2000;115;skoda;octavia
1406;2800;2002;0;mercedes_benz;c_klasse
1407;1350;1999;75;peugeot;2_reihe
1408;560;2002;50;ford;ka
1409;6940;2012;55;renault;twingo
1410;1300;1999;75;volkswagen;golf
1411;1450;2000;116;volkswagen;passat
1412;3500;1984;125;bmw;5er
1413;1200;1998;125;ford;other
1414;3250;2003;102;audi;a3
1415;5299;2004;150;bmw;3er
1416;3500;2001;68;volkswagen;transporter
1417;2800;2004;128;fiat;other
1418;5800;2010;86;dacia;duster
