id;Price;RegistrationYear;Power;Brand;Model;VehicleType
660;6200;2009;68;toyota;other;small
661;3450;2007;88;ford;fiesta;small
662;3500;2005;125;opel;zafira;
663;7500;2013;71;smart;fortwo;coupe
664;11000;2012;105;skoda;octavia;wagon
665;2100;2004;65;nissan;micra;small
666;3999;2002;131;volkswagen;passat;wagon
667;13900;2008;150;volkswagen;eos;convertible
668;550;1995;105;bmw;3er;coupe
669;250;2001;0;renault;twingo;small
670;480;2016;0;ford;fiesta;
671;3200;2000;75;volkswagen;golf;small
672;11500;2006;129;bmw;1er;sedan
673;11540;2010;122;volkswagen;scirocco;coupe
674;13199;2012;120;peugeot;2_reihe;convertible
675;12790;2001;163;mercedes_benz;clk;convertible
676;600;1995;122;mercedes_benz;c_klasse;sedan
677;2500;2001;125;ford;mondeo;wagon
678;13750;2015;86;volkswagen;golf;wagon
679;8200;2013;75;opel;corsa;small
680;3000;2004;110;ford;c_max;bus
681;2300;1996;0;bmw;7er;sedan
682;550;2001;0;renault;twingo;small
683;2350;1999;150;audi;a4;wagon
684;1750;1997;0;bmw;other;convertible
685;14900;2012;105;volkswagen;golf;wagon
686;12800;2010;140;audi;a3;sedan
687;1800;2004;63;hyundai;getz;small
688;150;1993;0;renault;twingo;small
689;3100;2004;101;volkswagen;polo;sedan
690;5500;2003;163;audi;a4;sedan
691;5000;2006;185;alfa_romeo;159;sedan
692;0;2005;75;peugeot;2_reihe;small
693;480;2001;75;mazda;other;small
694;1800;1994;102;bmw;3er;sedan
695;350;1999;120;hyundai;other;sedan
696;10490;2013;80;ford;fiesta;small
697;3800;2000;122;mercedes_benz;vito;bus
698;1290;2001;101;ford;transit;bus
699;1200;1998;101;volkswagen;golf;sedan
700;10999;2011;117;nissan;juke;small
701;13900;2013;86;audi;a1;small
702;2000;1997;193;audi;a4;sedan
703;5600;2000;224;audi;tt;coupe
704;18000;2012;122;volkswagen;golf;convertible
705;5300;2007;95;mercedes_benz;b_klasse;bus
706;13500;2007;218;bmw;x_reihe;sedan
707;2850;2000;105;bmw;3er;sedan
708;4900;2017;150;bmw;3er;
709;3850;2001;141;chrysler;other;convertible
710;800;1998;100;opel;vectra;wagon
711;6490;2008;120;peugeot;3_reihe;sedan
712;4550;2003;105;volkswagen;golf;sedan
713;9000;2016;122;bmw;1er;
714;2250;2004;75;seat;ibiza;small
715;350;1997;65;ford;ka;small
716;8400;2009;0;nissan;qashqai;
717;7490;2009;105;skoda;fabia;small
718;3250;2003;178;renault;espace;bus
719;2500;2000;90;volkswagen;passat;wagon
720;699;1997;116;opel;vectra;sedan
721;450;2005;58;renault;twingo;
722;13500;2010;140;volkswagen;touran;bus
723;9500;2005;109;volkswagen;transporter;bus
724;12990;2007;190;audi;a4;sedan
725;700;1997;45;peugeot;1_reihe;small
726;2750;2003;150;hyundai;other;suv
727;15900;2011;140;ford;galaxy;bus
728;13499;2010;156;mercedes_benz;c_klasse;sedan
729;1300;2001;75;volkswagen;golf;wagon
730;7990;2005;200;audi;a3;wagon
731;550;1995;45;volkswagen;polo;small
732;950;1998;75;opel;astra;coupe
733;4699;2006;109;citroen;c4;sedan
734;3500;2006;170;mercedes_benz;e_klasse;wagon
735;3500;2016;64;volkswagen;polo;
736;5997;2007;102;volkswagen;golf;bus
737;2200;2003;113;renault;scenic;bus
738;999;1999;75;volkswagen;golf;sedan
739;1200;1997;170;bmw;5er;wagon
740;180;1997;55;opel;corsa;coupe
741;999;1999;115;volvo;v40;wagon
742;1200;2000;75;volkswagen;polo;small
743;5500;2006;102;volkswagen;touran;bus
744;5250;1996;193;bmw;3er;convertible
745;9000;2008;140;audi;a3;sedan
746;4600;2009;75;renault;clio;small
747;2500;1999;150;audi;a6;wagon
748;200;2005;58;renault;twingo;small
749;0;2000;0;opel;astra;
750;2799;1999;116;volkswagen;golf;convertible
751;9600;2008;177;bmw;5er;wagon
752;1600;2001;101;opel;zafira;other
753;5999;2012;69;fiat;punto;small
754;2200;2003;0;audi;a2;sedan
755;2500;2000;150;volkswagen;golf;small
756;7600;2006;122;mercedes_benz;c_klasse;coupe
757;7499;2001;170;bmw;3er;convertible
758;1100;1996;75;volkswagen;golf;sedan
759;890;1997;136;renault;other;sedan
760;1099;1995;75;volkswagen;golf;sedan
761;3999;2006;131;renault;megane;wagon
762;4999;2011;0;skoda;fabia;small
763;250;2017;59;ford;ka;
764;2799;2001;75;volkswagen;polo;small
765;1200;2000;95;mitsubishi;carisma;sedan
766;3299;1989;132;mercedes_benz;e_klasse;sedan
767;4799;2017;143;bmw;3er;
768;3999;1999;193;bmw;3er;wagon
769;650;1997;60;volkswagen;golf;sedan
770;8800;2011;165;opel;zafira;wagon
771;2000;1998;204;mercedes_benz;e_klasse;sedan
772;12800;1999;265;audi;other;wagon
773;398;1996;116;opel;omega;wagon
774;2700;2001;170;bmw;3er;sedan
775;6999;2001;265;opel;astra;coupe
776;4000;1999;0;mercedes_benz;s_klasse;sedan
777;2190;2003;155;honda;accord;sedan
778;7450;2003;170;audi;a4;convertible
779;1850;2002;75;opel;corsa;small
780;9450;2005;163;audi;a4;sedan
781;2999;2007;109;ford;focus;wagon
782;3950;2007;0;opel;corsa;
783;4800;2007;80;volkswagen;polo;small
784;1670;1999;75;volkswagen;golf;sedan
785;1800;2003;110;toyota;corolla;wagon
786;5299;2005;90;mini;one;small
787;0;2017;105;volkswagen;golf;
788;3750;1991;234;jaguar;other;sedan
789;750;2000;0;ford;focus;wagon
790;4200;2000;163;mercedes_benz;c_klasse;sedan
791;2549;1998;150;volkswagen;golf;other
792;8380;2008;150;skoda;octavia;wagon
793;8000;2007;129;suzuki;grand;suv
794;2599;1998;170;mercedes_benz;e_klasse;sedan
795;600;2000;86;daewoo;lanos;
796;2650;2000;110;skoda;octavia;wagon
797;6800;2006;224;volkswagen;phaeton;sedan
798;2410;2004;69;ford;fiesta;small
799;14900;2009;170;mercedes_benz;c_klasse;wagon
800;2100;2002;122;mercedes_benz;vito;wagon
801;300;1996;55;nissan;micra;small
802;3500;2005;109;peugeot;2_reihe;convertible
803;2250;2001;158;peugeot;4_reihe;wagon
804;500;1998;39;fiat;other;small
805;10200;2006;150;bmw;x_reihe;sedan
806;2800;2007;80;opel;corsa;small
807;1500;2001;90;honda;civic;sedan
808;330;1999;60;volkswagen;polo;small
809;550;1993;122;mercedes_benz;c_klasse;sedan
810;1320;2002;116;ford;focus;wagon
811;7500;2008;143;bmw;1er;sedan
812;7000;2004;150;volkswagen;golf;sedan
813;899;2000;60;seat;ibiza;sedan
814;4800;2017;110;volkswagen;transporter;
815;16500;2012;179;volkswagen;transporter;bus
816;11200;2014;105;skoda;other;small
817;1000;1998;102;bmw;3er;coupe
818;250;1995;75;seat;cordoba;sedan
819;0;2009;170;audi;a6;wagon
820;11500;2008;197;bmw;5er;sedan
821;1499;1999;90;renault;clio;small
822;14990;2013;140;volkswagen;passat;wagon
823;500;1999;104;renault;megane;wagon
824;5900;2004;218;bmw;5er;wagon
825;5499;2016;150;bmw;3er;
826;200;1995;102;bmw;3er;sedan
827;2000;2002;68;ford;fiesta;small
828;12999;2011;105;volkswagen;golf;bus
829;7000;2007;140;skoda;octavia;wagon
830;5300;2008;177;toyota;verso;bus
831;1250;1995;50;suzuki;swift;convertible
832;1800;2017;60;fiat;punto;
833;7900;2005;150;toyota;rav;suv
834;2998;2000;170;ford;other;coupe
835;800;1996;150;mercedes_benz;c_klasse;sedan
836;350;1997;81;peugeot;3_reihe;small
837;8790;2018;0;seat;ibiza;
838;4499;2004;122;mercedes_benz;e_klasse;sedan
839;3900;1998;150;bmw;3er;convertible
840;5900;1997;102;volkswagen;transporter;bus
841;12900;2010;102;volkswagen;caddy;wagon
842;1199;2000;60;ford;fiesta;small
843;14800;2012;117;nissan;qashqai;sedan
844;2499;2006;95;mitsubishi;colt;small
845;1800;2001;116;opel;astra;coupe
846;0;2016;0;citroen;other;
847;2800;2004;69;ford;fiesta;small
848;4200;2007;105;volkswagen;golf;wagon
849;5500;2006;150;alfa_romeo;159;sedan
850;850;2004;130;ford;mondeo;wagon
851;4100;2004;131;volkswagen;passat;wagon
852;5900;2009;92;suzuki;swift;small
853;1600;2001;51;peugeot;2_reihe;small
854;9600;2013;122;peugeot;other;other
855;2799;2003;135;renault;scenic;sedan
856;7100;2008;177;bmw;1er;coupe
857;1;1990;0;porsche;other;
858;4500;2007;163;bmw;3er;sedan
859;650;1997;0;honda;civic;sedan
860;6800;2011;120;citroen;other;bus
861;2300;2006;65;kia;picanto;small
862;2500;2001;150;rover;other;wagon
863;1099;2001;80;fiat;punto;small
864;3999;2009;65;nissan;micra;small
865;3500;1997;204;mercedes_benz;e_klasse;sedan
866;2399;2004;0;opel;corsa;small
867;2600;2005;125;opel;zafira;bus
868;1950;2002;116;volkswagen;sharan;bus
869;10450;2001;220;porsche;boxster;convertible
870;14000;2003;71;smart;other;convertible
871;190;1999;0;fiat;punto;small
872;17000;2005;231;bmw;5er;sedan
873;11599;2010;143;bmw;3er;wagon
874;9800;2006;0;bmw;1er;wagon
875;1690;2002;75;renault;clio;small
876;1500;1999;131;ford;focus;wagon
877;140;1997;0;renault;megane;coupe
878;5990;2007;95;mercedes_benz;a_klasse;sedan
879;1300;1996;75;volkswagen;golf;wagon
880;1000;2000;107;renault;scenic;bus
881;11900;2008;170;mercedes_benz;c_klasse;sedan
882;1400;2000;105;bmw;3er;sedan
883;2000;2016;59;volkswagen;polo;
884;4700;1996;117;bmw;z_reihe;convertible
885;1400;1997;0;volkswagen;caddy;other
886;1100;1999;107;renault;scenic;bus
887;6990;2005;230;opel;vectra;sedan
888;650;2002;0;daewoo;kalos;small
889;1400;2002;75;opel;corsa;small
890;16700;2013;140;skoda;superb;wagon
891;2000;1999;90;honda;civic;small
892;3300;2004;103;fiat;stilo;wagon
893;1400;1999;90;citroen;berlingo;wagon
894;98;1997;53;suzuki;swift;small
895;14000;2013;99;hyundai;i_reihe;wagon
896;3800;2003;129;toyota;avensis;wagon
897;790;1996;102;bmw;3er;small
898;1450;2000;82;mercedes_benz;vito;bus
899;5500;2005;150;opel;zafira;bus
900;150;2016;0;renault;megane;
901;0;2000;0;opel;corsa;small
902;3650;2003;116;seat;alhambra;bus
903;500;1999;0;renault;laguna;sedan
904;1999;1996;131;fiat;other;convertible
905;3999;2007;84;smart;fortwo;convertible
906;2600;2017;101;volkswagen;passat;
907;1500;2001;120;honda;civic;coupe
908;5600;2007;143;audi;a3;wagon
909;6500;1995;68;volkswagen;transporter;bus
910;9500;2008;136;citroen;c4;wagon
911;1799;2003;82;renault;clio;small
912;710;1995;54;renault;twingo;small
913;7890;2005;200;audi;a4;sedan
914;250;2000;60;ford;fiesta;
915;100;1995;116;volkswagen;passat;wagon
916;1000;2000;170;mercedes_benz;e_klasse;wagon
917;130;1996;45;volkswagen;polo;small
918;1;1998;136;opel;omega;wagon
919;14500;2007;163;mercedes_benz;slk;convertible
920;0;1990;0;bmw;3er;
921;13990;2007;209;audi;a6;wagon
922;9490;2007;136;mercedes_benz;a_klasse;sedan
923;6700;2006;163;bmw;3er;sedan
924;2990;2001;101;volkswagen;passat;sedan
925;4500;2001;170;mercedes_benz;c_klasse;sedan
926;12000;2007;177;bmw;3er;sedan
927;16999;2015;102;mini;one;small
928;2000;2018;0;renault;twingo;
929;10100;2008;239;volkswagen;touareg;suv
930;3100;2008;0;volkswagen;caddy;wagon
931;13200;2010;143;audi;a4;wagon
932;2900;1971;90;opel;other;sedan
933;1250;2001;129;toyota;avensis;wagon
934;200;1997;60;ford;ka;small
935;1990;1996;125;audi;a3;small
936;13500;2010;193;mercedes_benz;b_klasse;bus
937;1150;2017;107;renault;scenic;
938;8999;2009;105;skoda;octavia;wagon
939;14000;2010;131;bmw;3er;sedan
940;1385;1997;110;audi;a4;wagon
941;999;2000;43;renault;twingo;small
942;14430;2011;146;mercedes_benz;c_klasse;wagon
943;650;1996;60;volkswagen;polo;small
944;1000;1999;101;volkswagen;golf;small
945;3000;1997;150;bmw;5er;sedan
946;3800;2005;150;opel;vectra;wagon
947;14900;2013;105;skoda;octavia;wagon
948;3200;1995;211;jeep;grand;suv
949;150;1996;45;opel;corsa;small
950;5699;1987;90;volkswagen;golf;convertible
951;4950;1997;150;bmw;5er;wagon
952;700;1996;125;audi;a4;sedan
953;4590;2002;150;volkswagen;golf;sedan
954;6900;1999;193;mercedes_benz;slk;convertible
955;4000;2007;116;mercedes_benz;a_klasse;sedan
956;10900;2010;179;seat;ibiza;small
957;600;1996;75;volkswagen;golf;sedan
958;300;1991;75;volkswagen;golf;sedan
959;1250;2002;67;ford;fiesta;small
960;750;2000;60;volkswagen;polo;wagon
961;5800;2005;106;peugeot;2_reihe;convertible
962;6000;2002;170;mercedes_benz;clk;coupe
963;500;1996;45;opel;corsa;small
964;5990;2009;69;skoda;fabia;small
965;800;1999;105;bmw;3er;coupe
966;4250;2005;150;saab;other;wagon
967;7000;2016;90;hyundai;i_reihe;
968;8500;2016;177;bmw;1er;
969;6500;1973;54;volkswagen;other;other
970;2850;2002;180;mercedes_benz;c_klasse;sedan
971;3;1998;110;mazda;mx_reihe;convertible
972;9200;2016;75;volkswagen;golf;
973;2800;2006;60;opel;corsa;small
974;1200;1996;90;volkswagen;golf;sedan
975;4750;1991;113;bmw;3er;convertible
976;7400;2005;163;mercedes_benz;c_klasse;wagon
977;1600;2001;0;opel;corsa;sedan
978;0;2003;170;fiat;stilo;small
979;390;1999;50;volkswagen;lupo;small
980;0;1999;0;renault;espace;sedan
981;3300;2004;0;ford;transit;bus
982;4250;2006;80;volkswagen;polo;small
983;4000;2003;82;smart;roadster;convertible
984;4200;2006;166;alfa_romeo;other;coupe
985;12800;2014;101;ford;fiesta;small
986;18500;2013;150;skoda;octavia;wagon
987;1600;1996;101;audi;a4;sedan
988;300;2000;85;lancia;ypsilon;small
989;3280;2004;95;mercedes_benz;a_klasse;sedan
990;12950;2011;160;volkswagen;golf;wagon
991;2500;2005;80;opel;astra;
992;1450;2002;64;volkswagen;polo;small
993;500;1999;0;opel;omega;sedan
994;3200;2007;75;peugeot;2_reihe;small
995;1200;2000;107;renault;scenic;bus
996;4800;2001;163;mercedes_benz;other;coupe
997;11890;2011;116;ford;c_max;bus
998;2800;2002;122;opel;vectra;sedan
999;140;1986;0;porsche;cayenne;small
1000;1450;2000;90;ford;focus;wagon
1001;750;1998;0;nissan;other;other
1002;2200;1997;125;volkswagen;passat;sedan
1003;11000;2002;231;bmw;3er;convertible
1004;2800;2004;75;volkswagen;golf;small
1005;9950;2016;0;mercedes_benz;b_klasse;
1006;4200;2003;276;chevrolet;other;suv
1007;550;1998;136;mitsubishi;galant;wagon
1008;5000;2007;90;opel;corsa;small
1009;3200;1982;0;mercedes_benz;s_klasse;sedan
1010;1250;2003;52;daewoo;matiz;small
1011;2250;2017;90;opel;meriva;
1012;400;2002;86;subaru;justy;small
1013;700;2018;75;volkswagen;golf;
1014;15900;2008;235;bmw;5er;wagon
1015;5400;2016;140;seat;leon;
1016;4499;2009;109;hyundai;i_reihe;sedan
1017;17000;2008;344;audi;other;convertible
1018;7350;2003;102;volkswagen;beetle;convertible
1019;15900;2010;177;bmw;5er;wagon
1020;5750;2007;100;toyota;other;sedan
1021;45;2015;0;mini;other;
1022;777;1999;0;nissan;micra;small
1023;1500;2002;58;opel;corsa;small
1024;9300;2011;120;citroen;c4;bus
1025;4300;1990;170;audi;90;coupe
1026;3700;2009;69;skoda;fabia;wagon
1027;2699;2005;110;peugeot;2_reihe;convertible
1028;2200;1999;0;mercedes_benz;c_klasse;sedan
1029;1400;1989;0;toyota;corolla;small
1030;3200;2005;75;volkswagen;polo;small
1031;200;2016;75;opel;vectra;
1032;2800;2002;102;mercedes_benz;a_klasse;small
1033;599;1998;110;skoda;octavia;wagon
1034;5500;2008;80;volkswagen;polo;small
1035;6990;1983;72;mercedes_benz;e_klasse;wagon
1036;4900;2006;109;peugeot;2_reihe;convertible
1037;400;2000;102;daihatsu;sirion;sedan
1038;4500;2012;90;opel;combo;other
1039;950;2017;0;mercedes_benz;c_klasse;
1040;1799;1999;75;opel;astra;wagon
1041;3000;2017;101;volkswagen;passat;
1042;800;1999;75;mitsubishi;colt;sedan
1043;3999;2005;95;mercedes_benz;a_klasse;sedan
1044;9100;2004;150;audi;a3;wagon
1045;2000;1994;218;bmw;7er;sedan
1046;1400;2002;75;opel;other;sedan
1047;5900;2006;150;opel;signum;wagon
1048;849;1995;75;volkswagen;golf;convertible
1049;2300;2002;75;audi;a2;small
1050;1700;2000;75;volkswagen;golf;small
1051;11500;2001;179;volkswagen;golf;coupe
1052;1700;1999;116;skoda;octavia;sedan
1053;12990;2007;218;chrysler;crossfire;convertible
1054;5799;2009;75;volkswagen;polo;small
1055;4000;2003;150;bmw;3er;wagon
1056;500;2002;60;ford;ka;small
1057;0;2008;0;toyota;other;suv
1058;1850;2004;65;ford;fiesta;small
1059;4000;2017;105;volkswagen;golf;
1060;950;1999;60;volkswagen;polo;small
1061;4600;2005;140;volkswagen;passat;wagon
1062;6900;1988;105;mercedes_benz;e_klasse;sedan
1063;3950;2005;73;citroen;c3;convertible
1064;599;1995;0;renault;clio;small
1065;12900;1997;237;bmw;3er;sedan
1066;3500;2003;41;smart;fortwo;small
1067;1799;1998;101;opel;vectra;sedan
1068;8500;2012;105;skoda;fabia;small
1069;1399;1999;90;volkswagen;passat;wagon
1070;1790;2003;50;smart;fortwo;small
1071;1000;2005;109;peugeot;3_reihe;wagon
1072;5500;2009;71;smart;fortwo;convertible
1073;5400;2011;68;suzuki;other;small
1074;7350;2003;170;mercedes_benz;clk;coupe
1075;0;2002;64;seat;other;other
1076;15990;1988;224;mercedes_benz;s_klasse;sedan
1077;9500;2017;140;mazda;6_reihe;
1078;7999;2004;200;bmw;3er;sedan
1079;5950;2005;0;mercedes_benz;vito;other
1080;5699;2004;250;audi;a6;wagon
1081;800;2002;60;volkswagen;lupo;small
1082;1190;2018;58;renault;twingo;
1083;1212;2002;50;volkswagen;lupo;small
1084;2590;2004;116;mercedes_benz;a_klasse;sedan
1085;0;1996;113;volkswagen;sharan;bus
1086;5400;1992;179;mercedes_benz;other;coupe
1087;3800;2005;90;opel;astra;
1088;6600;2007;109;mercedes_benz;a_klasse;sedan
1089;1000;2003;58;opel;agila;small
1090;3000;2016;140;volkswagen;touran;
1091;2400;1999;101;volkswagen;golf;small
1092;9999;2014;105;dacia;duster;suv
1093;1700;2004;115;ford;focus;sedan
1094;5100;2010;120;citroen;other;bus
1095;15000;2012;245;audi;a6;wagon
1096;5400;2006;140;peugeot;3_reihe;convertible
1097;1650;1997;116;bmw;3er;wagon
1098;700;2003;103;fiat;stilo;wagon
1099;1995;2003;101;opel;zafira;bus
1100;750;1997;136;opel;vectra;sedan
1101;3200;2006;95;ford;ka;convertible
1102;120;2016;60;fiat;punto;
1103;1800;1995;101;audi;a4;sedan
1104;7450;2003;143;bmw;3er;convertible
1105;15490;2009;0;bmw;3er;convertible
1106;16400;2007;150;bmw;x_reihe;sedan
1107;17700;2011;170;mercedes_benz;e_klasse;sedan
1108;2400;2001;129;mercedes_benz;c_klasse;sedan
1109;490;2000;116;ford;mondeo;wagon
1110;700;2000;116;opel;astra;coupe
1111;999;2016;0;ford;transit;
1112;550;1998;60;opel;corsa;small
1113;3800;2003;80;opel;astra;sedan
1114;1799;2003;82;renault;kangoo;bus
1115;1650;1998;125;volkswagen;golf;sedan
1116;1890;1997;150;bmw;5er;sedan
1117;1000;2001;56;daihatsu;cuore;small
1118;0;1998;110;peugeot;4_reihe;sedan
1119;600;1993;54;renault;clio;small
1120;1900;2005;177;toyota;avensis;wagon
1121;600;2016;60;volkswagen;golf;
1122;16960;2013;122;volkswagen;tiguan;suv
1123;250;1997;60;opel;corsa;
1124;6250;2007;102;volkswagen;caddy;wagon
1125;7900;2007;150;opel;zafira;bus
1126;250;1997;0;renault;twingo;
1127;5300;2004;194;kia;sorento;suv
1128;7500;2010;111;citroen;c4;sedan
1129;14400;2008;299;volkswagen;passat;coupe
1130;2100;2000;105;volkswagen;golf;small
1131;249;1998;75;rover;other;small
1132;600;2017;0;volkswagen;transporter;
1133;7150;2007;116;subaru;forester;wagon
1134;3400;2004;0;volkswagen;touran;suv
1135;5800;2000;326;bmw;7er;sedan
1136;5500;2002;150;bmw;3er;wagon
1137;11990;2006;224;mercedes_benz;e_klasse;sedan
1138;4950;2007;80;volkswagen;polo;small
1139;17800;2016;99;peugeot;other;bus
1140;555;1999;0;opel;corsa;small
1141;10900;2008;160;audi;a4;sedan
1142;2349;2017;120;volkswagen;polo;
1143;3550;2008;45;smart;fortwo;small
1144;12500;2007;140;volkswagen;golf;sedan
1145;13000;2008;177;bmw;5er;sedan
1146;7900;1980;194;mercedes_benz;e_klasse;sedan
1147;2200;2000;101;volkswagen;golf;sedan
1148;850;1996;45;peugeot;1_reihe;small
1149;1500;2017;90;honda;civic;
1150;3300;2003;170;mercedes_benz;c_klasse;wagon
1151;2500;2003;101;volkswagen;golf;sedan
1152;450;1998;0;renault;megane;wagon
1153;6300;2005;179;audi;a6;sedan
1154;10000;2012;177;audi;a4;sedan
1155;950;1998;90;volkswagen;golf;sedan
1156;9000;2003;163;jeep;grand;suv
1157;1300;2018;0;honda;cr_reihe;
1158;1390;1998;75;mitsubishi;colt;sedan
1159;4200;2006;136;volvo;v50;wagon
1160;9299;2011;105;skoda;fabia;small
1161;6399;2003;110;mazda;mx_reihe;convertible
1162;8500;2000;193;audi;a8;sedan
1163;1900;2003;145;ford;mondeo;sedan
1164;5600;2009;60;ford;fiesta;small
1165;3300;2003;61;smart;fortwo;convertible
1166;1350;1999;50;volkswagen;polo;small
1167;3000;2001;85;opel;astra;sedan
1168;2100;1999;279;mercedes_benz;e_klasse;wagon
1169;6299;2012;60;volkswagen;up;small
1170;18500;2014;140;volkswagen;passat;wagon
1171;1300;2002;95;renault;kangoo;wagon
1172;4200;1999;0;mercedes_benz;clk;coupe
1173;4450;1971;23;fiat;500;small
1174;1200;2000;0;bmw;other;
1175;7777;2007;140;volkswagen;sharan;bus
1176;2000;2003;87;opel;meriva;bus
1177;4200;2004;125;opel;astra;sedan
1178;2800;2002;138;renault;scenic;suv
1179;10999;2006;177;bmw;5er;sedan
1180;1999;1991;179;mercedes_benz;e_klasse;wagon
1181;3999;2005;136;volkswagen;passat;wagon
1182;6490;2010;110;ford;focus;wagon
1183;4490;1984;310;porsche;other;coupe
1184;6050;2003;0;bmw;5er;sedan
1185;7299;2008;175;ford;s_max;bus
1186;5500;1980;96;ford;other;sedan
1187;1500;1998;116;volvo;other;sedan
1188;350;1997;0;renault;twingo;small
1189;800;2003;0;renault;twingo;small
1190;1199;1995;326;bmw;7er;sedan
1191;6199;2008;122;volkswagen;golf;sedan
1192;4900;2004;105;volkswagen;touran;bus
1193;4000;2008;73;citroen;c3;small
1194;3050;2006;114;renault;other;bus
1195;8350;2010;110;opel;astra;sedan
1196;450;1997;103;fiat;other;sedan
1197;1400;2000;116;opel;astra;sedan
1198;12400;2008;136;volvo;c_reihe;convertible
1199;8900;2008;170;bmw;3er;wagon
1200;12900;2006;231;bmw;3er;wagon
1201;799;2003;54;ford;ka;small
1202;3700;2001;163;bmw;5er;wagon
1203;5500;2001;122;mercedes_benz;v_klasse;bus
1204;2350;2002;98;renault;clio;small
1205;5200;2001;231;bmw;3er;convertible
1206;15700;2012;160;volkswagen;scirocco;coupe
1207;2550;2002;163;bmw;3er;wagon
1208;9999;2005;250;mercedes_benz;m_klasse;suv
1209;2200;2003;75;opel;corsa;small
1210;1790;1998;86;fiat;punto;convertible
1211;7500;2012;60;volkswagen;up;small
1212;6100;2002;150;audi;tt;convertible
1213;1400;1998;99;nissan;primera;sedan
1214;4190;2006;116;renault;megane;wagon
1215;5250;2006;140;volkswagen;passat;wagon
1216;3750;2003;105;volkswagen;golf;sedan
1217;350;1999;116;opel;vectra;wagon
1218;1600;1995;90;volkswagen;golf;sedan
1219;2500;2016;0;opel;meriva;
1220;150;1993;150;audi;80;wagon
1221;0;2012;90;kia;rio;small
1222;3200;2004;90;volkswagen;golf;sedan
1223;8495;2006;226;ford;focus;sedan
1224;7820;2010;86;skoda;fabia;small
1225;14200;2005;231;mercedes_benz;slk;convertible
1226;18000;2008;200;audi;a3;wagon
1227;1000;2000;60;ford;ka;small
1228;1400;2005;60;opel;corsa;small
1229;2900;1998;115;audi;a4;wagon
1230;1790;2001;82;mercedes_benz;a_klasse;small
1231;1650;2002;87;toyota;yaris;small
1232;4950;2008;140;citroen;c5;wagon
1233;3899;2006;55;volkswagen;polo;small
1234;4700;2001;102;audi;a4;sedan
1235;6300;2007;140;opel;astra;convertible
1236;2555;1998;140;bmw;3er;sedan
1237;4950;2004;204;mercedes_benz;e_klasse;wagon
1238;6600;2005;190;mazda;rx_reihe;other
1239;2800;1996;150;bmw;3er;convertible
1240;1900;2005;68;nissan;micra;small
1241;2950;2008;68;toyota;aygo;small
1242;3333;2018;101;ford;focus;
1243;350;1995;0;opel;astra;sedan
1244;390;1996;75;volkswagen;golf;small
1245;1250;2001;75;renault;clio;small
1246;2000;2000;82;mercedes_benz;a_klasse;sedan
1247;999;1992;90;volkswagen;passat;sedan
1248;17900;2015;84;smart;fortwo;convertible
1249;1200;1997;75;nissan;almera;sedan
1250;5500;2009;0;renault;twingo;small
1251;13999;2011;143;bmw;1er;sedan
1252;1800;2017;131;volkswagen;passat;
1253;150;1999;55;fiat;seicento;small
1254;8790;2010;299;volkswagen;cc;coupe
1255;13900;2009;143;bmw;1er;convertible
1256;15000;2014;86;audi;a1;small
1257;600;1997;90;volkswagen;golf;wagon
1258;10550;2008;126;mazda;mx_reihe;convertible
1259;2000;2004;140;ford;galaxy;bus
1260;890;2018;0;renault;twingo;
1261;7900;2011;75;volkswagen;polo;small
1262;4999;2009;122;bmw;1er;coupe
1263;700;1998;75;rover;other;sedan
1264;13000;2011;143;bmw;1er;sedan
1265;1350;2017;0;mercedes_benz;c_klasse;
1266;3000;2005;0;bmw;3er;
1267;1250;2018;0;opel;corsa;
1268;16990;2012;140;opel;astra;wagon
1269;5150;2001;150;bmw;3er;wagon
1270;8200;2010;105;skoda;fabia;wagon
1271;1499;2003;0;mercedes_benz;a_klasse;small
1272;13990;2010;160;volkswagen;golf;wagon
1273;18000;2008;232;audi;a8;sedan
1274;1;2016;0;volkswagen;golf;
1275;750;2016;144;kia;carnival;
1276;500;2006;70;ford;fusion;
1277;1500;2007;143;mazda;6_reihe;wagon
1278;1039;1992;88;mazda;mx_reihe;coupe
1279;3500;2003;192;opel;astra;convertible
1280;900;2001;150;mitsubishi;galant;wagon
1281;17500;1998;301;porsche;911;coupe
1282;6700;1999;193;bmw;3er;convertible
1283;2000;1990;113;audi;other;coupe
1284;5129;2006;131;renault;megane;convertible
1285;6890;2004;140;volkswagen;golf;sedan
1286;9000;2008;190;bmw;5er;sedan
1287;2599;2002;131;volkswagen;bora;wagon
1288;7099;2005;150;skoda;octavia;wagon
1289;699;1997;102;bmw;3er;sedan
1290;8800;2008;170;volkswagen;golf;sedan
1291;1049;1993;113;mercedes_benz;e_klasse;wagon
1292;14999;2008;184;mercedes_benz;c_klasse;wagon
1293;19850;2013;150;volkswagen;golf;sedan
1294;7200;2017;80;volkswagen;golf;
1295;1240;2003;60;fiat;punto;small
1296;1350;1984;75;nissan;other;sedan
1297;2900;2003;84;opel;astra;sedan
1298;150;2016;0;volkswagen;polo;
1299;1600;2002;125;opel;vectra;sedan
1300;1899;2004;75;opel;corsa;small
1301;7500;2010;73;citroen;c3;convertible
1302;900;1996;95;volkswagen;passat;sedan
1303;16000;2009;160;audi;a4;wagon
1304;6350;2006;140;audi;a6;wagon
1305;3600;2004;131;ford;mondeo;sedan
